id,company,website,location,hall,stand,contact_person,email,phone,description,products,certifications,source_search_term,source_url,relevant_goals,relevant_departments,relevant_materials,priority_score,visit_priority,company_type,meeting_requested,meeting_scheduled,meeting_completed,meeting_notes,meeting_date,samples_requested,samples_received,brochures_collected,quotes_requested,why_relevant,strengths,weaknesses,potential_value,created_at,updated_at,logo,contact,notes,contact_persons,company_data_popup,profile_url,map_link,booth_details,products_detailed,certifications_detailed,relevance_status,relevance_score,must_visit,visit_day,visit_time_slot,physical_location,similarity_tags,marked_by,marked_at,category,where_they_present,claude_analysis,balena_value,strategic_importance,connection_type,confidence_score,key_factors,red_flags,department,goal_category,website_title,about_us,products_services,sustainability_info,contact_info,website_phones,meta_description,website_emails
1200,NIKNAM CHEMICALS PVT. LTD.,,Hall 5 / B05-05,,,,,,,,,masterbatch,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"NIKNAM CHEMICALS PVT. LTD. is a specialty chemicals manufacturer that could potentially provide Balena with bio-based and biodegradable materials, plasticizers, and other ingredients to support their development of sustainable thermoplastic elastomers.",,,,2025-09-04 06:08:55.599118,2025-09-04 06:08:55.599118,,,,,,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': 'NIKNAM CHEMICALS PVT. LTD. is a specialty chemicals manufacturer that could potentially provide Balena with bio-based and biodegradable materials, plasticizers, and other ingredients to support their development of sustainable thermoplastic elastomers.', 'department': 'R&D', 'category': 'Materials', 'score': 80}",,,,,,,R&D,Materials,,,,,,,,
1201,SCJ Plastics Pvt Ltd.,,Hall 8b / E77,,,,,,,,,masterbatch,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"SCJ Plastics Pvt Ltd. is a plastics company that could be a potential partner for Balena's commercial and operations goals. They may have expertise in alternative materials, recycling, or composting that could be beneficial for Balena's sustainable plastics solutions.",,,,2025-09-04 06:08:55.599118,2025-09-04 06:08:55.599118,,,,,,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""SCJ Plastics Pvt Ltd. is a plastics company that could be a potential partner for Balena's commercial and operations goals. They may have expertise in alternative materials, recycling, or composting that could be beneficial for Balena's sustainable plastics solutions."", 'department': 'Commercial, Operations', 'category': 'Partners, Suppliers', 'score': 80}",,,,,,,"Commercial, Operations","Partners, Suppliers",,,,,,,,
1202,Soltex Petroproducts Ltd.,,"Hall 7, level 1 / C09",,,,,,,,,masterbatch,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Soltex Petroproducts Ltd. is a petrochemical company that produces a range of plastics and polymers. As Balena is looking for alternative, sustainable materials, Soltex could potentially be a supplier of bio-based or biodegradable raw materials that could be used in Balena's BioCir® family of products.",,,,2025-09-04 06:08:55.599118,2025-09-04 06:08:55.599118,,,,,,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Soltex Petroproducts Ltd. is a petrochemical company that produces a range of plastics and polymers. As Balena is looking for alternative, sustainable materials, Soltex could potentially be a supplier of bio-based or biodegradable raw materials that could be used in Balena's BioCir® family of products."", 'department': 'R&D', 'category': 'Materials', 'score': 80}",,,,,,,R&D,Materials,,,,,,,,
1203,TECNI-PLASPER SLU,,Hall 8a / E42,,,,,,,,,masterbatch,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"TECNI-PLASPER SLU is a Spanish company that specializes in the development and production of biodegradable and compostable plastics, which aligns with Balena's goals of circular economy and sustainable plastics solutions.",,,,2025-09-04 06:08:55.599118,2025-09-04 06:08:55.599118,,,,,,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""TECNI-PLASPER SLU is a Spanish company that specializes in the development and production of biodegradable and compostable plastics, which aligns with Balena's goals of circular economy and sustainable plastics solutions."", 'department': 'Operations', 'category': 'Suppliers', 'score': 90}",,,,,,,Operations,Suppliers,,,,,,,,
1204,Alok Masterbatches Pvt. Ltd.,,Hall 8a / B12,,,,,,,,,masterbatch,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Alok Masterbatches Pvt. Ltd. is a manufacturer of specialty masterbatches, including biodegradable and bio-based options, which could be a valuable supplier for Balena's BioCir® family of products. Their expertise in sustainable plastics solutions aligns well with Balena's goals.",,,,2025-09-04 06:08:55.599118,2025-09-04 06:08:55.599118,,,,,,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Alok Masterbatches Pvt. Ltd. is a manufacturer of specialty masterbatches, including biodegradable and bio-based options, which could be a valuable supplier for Balena's BioCir® family of products. Their expertise in sustainable plastics solutions aligns well with Balena's goals."", 'department': 'Operations', 'category': 'Suppliers', 'score': 80}",,,,,,,Operations,Suppliers,,,,,,,,
1205,COLORFIX Itamaster ind de Masterbatches LTDA,,Hall 8b / H30,,,,,,,,,masterbatch,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"COLORFIX Itamaster is a masterbatch manufacturer that could potentially provide Balena with bio-based and biodegradable colorants and additives for their BioCir® family of thermoplastic elastomers, which aligns with Balena's goals of developing sustainable and compostable plastic solutions.",,,,2025-09-04 06:08:55.599118,2025-09-04 06:08:55.599118,,,,,,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""COLORFIX Itamaster is a masterbatch manufacturer that could potentially provide Balena with bio-based and biodegradable colorants and additives for their BioCir® family of thermoplastic elastomers, which aligns with Balena's goals of developing sustainable and compostable plastic solutions."", 'department': 'R&D', 'category': 'Materials', 'score': 80}",,,,,,,R&D,Materials,,,,,,,,
1206,RUTALIA MASTERBATCHES & ADDITIVES EKOGRANULAT C. BURCHERT - EHM AE,,Hall 7a / D01,,,,,,,,,masterbatch,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"RUTALIA MASTERBATCHES & ADDITIVES EKOGRANULAT C. BURCHERT - EHM AE is a company that specializes in the production of masterbatches and additives for the plastics industry, which could be highly relevant to Balena's goals of developing sustainable and biodegradable thermoplastic elastomers. They may be able to provide Balena with the necessary additives and masterbatches to enhance the performance and sustainability of their BioCir® family of products.",,,,2025-09-04 06:08:55.599118,2025-09-04 06:08:55.599118,,,,,,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""RUTALIA MASTERBATCHES & ADDITIVES EKOGRANULAT C. BURCHERT - EHM AE is a company that specializes in the production of masterbatches and additives for the plastics industry, which could be highly relevant to Balena's goals of developing sustainable and biodegradable thermoplastic elastomers. They may be able to provide Balena with the necessary additives and masterbatches to enhance the performance and sustainability of their BioCir® family of products."", 'department': 'Operations', 'category': 'Suppliers', 'score': 80}",,,,,,,Operations,Suppliers,,,,,,,,
1207,Blend Colours Pvt. Ltd.,,Hall 8b / H65,,,,,,,,,masterbatch,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Blend Colours Pvt. Ltd. is a provider of sustainable and eco-friendly colorants and additives, which could be highly relevant to Balena's development of biodegradable and bio-based thermoplastic elastomers. Their expertise in sustainable materials could help Balena enhance the sustainability and compostability of their products.",,,,2025-09-04 06:08:55.599118,2025-09-04 06:08:55.599118,,,,,,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Blend Colours Pvt. Ltd. is a provider of sustainable and eco-friendly colorants and additives, which could be highly relevant to Balena's development of biodegradable and bio-based thermoplastic elastomers. Their expertise in sustainable materials could help Balena enhance the sustainability and compostability of their products."", 'department': 'R&D', 'category': 'Materials', 'score': 80}",,,,,,,R&D,Materials,,,,,,,,
1208,High Grade Industries (India) Pvt.Ltd,,Hall 8a / B46,,,,,,,,,masterbatch,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"High Grade Industries is an Indian manufacturer of biodegradable and compostable plastics, which aligns with Balena's goals of developing sustainable and circular plastic solutions. They could be a potential supplier or partner for Balena's BioCir® family of products.",,,,2025-09-04 06:08:55.599118,2025-09-04 06:08:55.599118,,,,,,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""High Grade Industries is an Indian manufacturer of biodegradable and compostable plastics, which aligns with Balena's goals of developing sustainable and circular plastic solutions. They could be a potential supplier or partner for Balena's BioCir® family of products."", 'department': 'Operations', 'category': 'Suppliers', 'score': 80}",,,,,,,Operations,Suppliers,,,,,,,,
1209,BRIGHT COLORS SA,,Hall 5 / E26,,,,,,,,,masterbatch,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"BRIGHT COLORS SA is a manufacturer of sustainable and biodegradable pigments and colorants, which could be highly relevant to Balena's development of bio-based and compostable thermoplastic elastomers. Their expertise in eco-friendly coloring solutions could help Balena achieve its goals of creating circular and sustainable plastic products.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""BRIGHT COLORS SA is a manufacturer of sustainable and biodegradable pigments and colorants, which could be highly relevant to Balena's development of bio-based and compostable thermoplastic elastomers. Their expertise in eco-friendly coloring solutions could help Balena achieve its goals of creating circular and sustainable plastic products."", 'department': 'R&D', 'category': 'Materials', 'score': 90}",,,,,,,R&D,Materials,,,,,,,,
1210,Chrostiki S.A.,,Hall 6 / D46,,,,,,,,,masterbatch,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Chrostiki S.A. is a plastics company that specializes in the development and production of biodegradable and compostable materials, which aligns with Balena's goals of circular economy and sustainable plastics solutions.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=masterbatch&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Chrostiki S.A. is a plastics company that specializes in the development and production of biodegradable and compostable materials, which aligns with Balena's goals of circular economy and sustainable plastics solutions."", 'department': 'Operations', 'category': 'Suppliers', 'score': 90}",,,,,,,Operations,Suppliers,,,,,,,,
1211,"BADGER COLOR CONCENTRATES, INC.",,Hall 8a / F20,,,,,,,,,color masterbatch,https://www.k-online.com/vis/v1/en/search?_query=color+masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"BADGER COLOR CONCENTRATES, INC. is a provider of color concentrates and specialty additives, which could be relevant to Balena's development of biodegradable and bio-based thermoplastic elastomers. They may be able to provide sustainable coloring solutions or specialty additives to enhance the performance of Balena's materials.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=color+masterbatch&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""BADGER COLOR CONCENTRATES, INC. is a provider of color concentrates and specialty additives, which could be relevant to Balena's development of biodegradable and bio-based thermoplastic elastomers. They may be able to provide sustainable coloring solutions or specialty additives to enhance the performance of Balena's materials."", 'department': 'R&D', 'category': 'Materials', 'score': 80}",,,,,,,R&D,Materials,,,,,,,,
1212,GM Color Sp. z o.o.,https://www.gmcolor.pl/,Hall 8b / E73,,,,,,,,,color masterbatch,https://www.k-online.com/vis/v1/en/search?_query=color+masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"GM Color Sp. z o.o. is a company that specializes in the development and production of color masterbatches, additives, and compounds for the plastics industry. This could be highly relevant to Balena as they are looking for sustainable and biodegradable materials and solutions for their BioCir® family of products.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=color+masterbatch&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': 'GM Color Sp. z o.o. is a company that specializes in the development and production of color masterbatches, additives, and compounds for the plastics industry. This could be highly relevant to Balena as they are looking for sustainable and biodegradable materials and solutions for their BioCir® family of products.', 'department': 'R&D', 'category': 'Materials', 'score': 80}",,,,,,,R&D,Materials,GM Color | Producent koncetratów barwiących do tworzyw sztucznych.,,,,,"
1.072.579
, +31 611 502 307
, +49 (0) 5221 763 30 41
",,"zamowienia@gmcolor.pl, magazyn@gmcolor.pl, biuro@gmcolor.pl"
1213,AF-COLOR Zweigniederlassung der AKRO-PLASTIC GmbH,,Hall 6 / C76,,,,,,,,,color masterbatch,https://www.k-online.com/vis/v1/en/search?_query=color+masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"AF-COLOR is a manufacturer of color masterbatches and additives for the plastics industry, which could be relevant to Balena's development of biodegradable and bio-based thermoplastic elastomers. They may be able to provide sustainable coloring solutions or additives that could enhance the performance and aesthetics of Balena's materials.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=color+masterbatch&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""AF-COLOR is a manufacturer of color masterbatches and additives for the plastics industry, which could be relevant to Balena's development of biodegradable and bio-based thermoplastic elastomers. They may be able to provide sustainable coloring solutions or additives that could enhance the performance and aesthetics of Balena's materials."", 'department': 'R&D', 'category': 'Materials', 'score': 80}",,,,,,,R&D,Materials,,,,,,,,
1214,JJ Plastalloy Pvt. Ltd.,,"Hall 7, level 1 / C20",,,,,,,,,color masterbatch,https://www.k-online.com/vis/v1/en/search?_query=color+masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"JJ Plastalloy Pvt. Ltd. is a manufacturer of biodegradable and compostable plastics, which aligns with Balena's goals of developing sustainable and circular economy solutions. They could be a potential supplier or partner for Balena's BioCir® family of products.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=color+masterbatch&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""JJ Plastalloy Pvt. Ltd. is a manufacturer of biodegradable and compostable plastics, which aligns with Balena's goals of developing sustainable and circular economy solutions. They could be a potential supplier or partner for Balena's BioCir® family of products."", 'department': 'Operations', 'category': 'Suppliers', 'score': 80}",,,,,,,Operations,Suppliers,,,,,,,,
1215,Kromabatch S.r.l.,,Hall 8a / F37,,,,,,,,,color masterbatch,https://www.k-online.com/vis/v1/en/search?_query=color+masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,Kromabatch S.r.l. is a company that specializes in the production of masterbatches and compounds for the plastics industry. This could be highly relevant to Balena as they are looking for alternative suppliers and materials to support their development of biodegradable and bio-based thermoplastic elastomers.,,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=color+masterbatch&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': 'Kromabatch S.r.l. is a company that specializes in the production of masterbatches and compounds for the plastics industry. This could be highly relevant to Balena as they are looking for alternative suppliers and materials to support their development of biodegradable and bio-based thermoplastic elastomers.', 'department': 'Operations', 'category': 'Suppliers', 'score': 80}",,,,,,,Operations,Suppliers,,,,,,,,
1216,Maskom Plastik Sanayi ve Ticaret AŞ,,Hall 8b / E71-04,,,,,,,,,color masterbatch,https://www.k-online.com/vis/v1/en/search?_query=color+masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Maskom Plastik is a Turkish plastics manufacturer that specializes in biodegradable and eco-friendly plastic products, which aligns well with Balena's goals of developing sustainable and compostable plastic solutions. They could be a potential partner or supplier for Balena.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=color+masterbatch&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Maskom Plastik is a Turkish plastics manufacturer that specializes in biodegradable and eco-friendly plastic products, which aligns well with Balena's goals of developing sustainable and compostable plastic solutions. They could be a potential partner or supplier for Balena."", 'department': 'Operations', 'category': 'Suppliers', 'score': 80}",,,,,,,Operations,Suppliers,,,,,,,,
1217,Galata Chemicals GmbH,,Hall 5 / B48,,,,,,,,,additive masterbatch,https://www.k-online.com/vis/v1/en/search?_query=additive+masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Galata Chemicals GmbH is a specialty chemicals company that develops and manufactures a range of plasticizers, including bio-based and biodegradable options, which could be highly relevant to Balena's goals of developing sustainable and compostable thermoplastic elastomers.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=additive+masterbatch&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Galata Chemicals GmbH is a specialty chemicals company that develops and manufactures a range of plasticizers, including bio-based and biodegradable options, which could be highly relevant to Balena's goals of developing sustainable and compostable thermoplastic elastomers."", 'department': 'R&D', 'category': 'Materials', 'score': 90}",,,,,,,R&D,Materials,,,,,,,,
1218,LIFELINE TECHNOLOGIES,,"Hall 7, level 1 / C07",,,,,,,,,additive masterbatch,https://www.k-online.com/vis/v1/en/search?_query=additive+masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"LIFELINE TECHNOLOGIES is a company that specializes in sustainable materials and recycling solutions, which aligns with Balena's goals of developing biodegradable and bio-based thermoplastic elastomers. They could be a potential partner for Balena's operations and R&D departments.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=additive+masterbatch&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""LIFELINE TECHNOLOGIES is a company that specializes in sustainable materials and recycling solutions, which aligns with Balena's goals of developing biodegradable and bio-based thermoplastic elastomers. They could be a potential partner for Balena's operations and R&D departments."", 'department': 'Operations, R&D', 'category': 'Suppliers, Materials', 'score': 80}",,,,,,,"Operations, R&D","Suppliers, Materials",,,,,,,,
1219,M J PIGMENT AND ADDITIVES PVT. LTD.,,"Hall 7, level 2 / A27",,,,,,,,,additive masterbatch,https://www.k-online.com/vis/v1/en/search?_query=additive+masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"M J Pigment and Additives Pvt. Ltd. is a manufacturer of bio-based and biodegradable pigments and additives, which could be highly relevant to Balena's development of sustainable, bio-based thermoplastic elastomers. Their products could potentially be used as colorants or additives in Balena's BioCir® family of materials.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=additive+masterbatch&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""M J Pigment and Additives Pvt. Ltd. is a manufacturer of bio-based and biodegradable pigments and additives, which could be highly relevant to Balena's development of sustainable, bio-based thermoplastic elastomers. Their products could potentially be used as colorants or additives in Balena's BioCir® family of materials."", 'department': 'R&D', 'category': 'Materials', 'score': 80}",,,,,,,R&D,Materials,,,,,,,,
1220,THOR GmbH,,Hall 8b / C32,,,,,,,,,additive masterbatch,https://www.k-online.com/vis/v1/en/search?_query=additive+masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"THOR GmbH is a leading provider of biodegradable and bio-based materials, which aligns with Balena's goals of developing sustainable and circular plastics solutions. Their expertise in sourcing and processing alternative materials could be highly valuable for Balena's R&D efforts.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=additive+masterbatch&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""THOR GmbH is a leading provider of biodegradable and bio-based materials, which aligns with Balena's goals of developing sustainable and circular plastics solutions. Their expertise in sourcing and processing alternative materials could be highly valuable for Balena's R&D efforts."", 'department': 'R&D', 'category': 'Materials', 'score': 90}",,,,,,,R&D,Materials,,,,,,,,
1221,BioCote Ltd,,Hall 5 / A37,,,,,,,,,additive masterbatch,https://www.k-online.com/vis/v1/en/search?_query=additive+masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"BioCote Ltd is a company that specializes in antimicrobial and antiviral technologies, which could be relevant to Balena's development of biodegradable and bio-based thermoplastic elastomers. Their expertise in this area could help Balena enhance the performance and durability of their products, making them more attractive to potential clients in the fashion and footwear industries.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=additive+masterbatch&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""BioCote Ltd is a company that specializes in antimicrobial and antiviral technologies, which could be relevant to Balena's development of biodegradable and bio-based thermoplastic elastomers. Their expertise in this area could help Balena enhance the performance and durability of their products, making them more attractive to potential clients in the fashion and footwear industries."", 'department': 'R&D', 'category': 'Materials', 'score': 80}",,,,,,,R&D,Materials,,,,,,,,
1222,Symphony Environmental Ltd,,Hall 8a / B40,,,,,,,,,biodegradable masterbatch,https://www.k-online.com/vis/v1/en/search?_query=biodegradable+masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Symphony Environmental Ltd is a company that develops and manufactures biodegradable and compostable plastic products, which aligns with Balena's goals of developing sustainable and circular economy solutions. Their expertise in this area could be valuable for Balena's product development and partnerships.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=biodegradable+masterbatch&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Symphony Environmental Ltd is a company that develops and manufactures biodegradable and compostable plastic products, which aligns with Balena's goals of developing sustainable and circular economy solutions. Their expertise in this area could be valuable for Balena's product development and partnerships."", 'department': 'Operations', 'category': 'Suppliers', 'score': 80}",,,,,,,Operations,Suppliers,,,,,,,,
1223,WELSET PLAST EXTRUSIONS PVT. LTD.,,Hall 5 / B05-02,,,,,,,,,biodegradable masterbatch,https://www.k-online.com/vis/v1/en/search?_query=biodegradable+masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,WELSET PLAST EXTRUSIONS PVT. LTD. is a plastics extrusion company that could be a potential partner for Balena's biodegradable and bio-based thermoplastic elastomers. They may have expertise in extrusion processes and machinery that could be beneficial for Balena's operations.,,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=biodegradable+masterbatch&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""WELSET PLAST EXTRUSIONS PVT. LTD. is a plastics extrusion company that could be a potential partner for Balena's biodegradable and bio-based thermoplastic elastomers. They may have expertise in extrusion processes and machinery that could be beneficial for Balena's operations."", 'department': 'Operations', 'category': 'Suppliers', 'score': 80}",,,,,,,Operations,Suppliers,,,,,,,,
1224,MD Plast S.p.A,,"Hall 7, level 2 / F09",,,,,,,,,biodegradable masterbatch,https://www.k-online.com/vis/v1/en/search?_query=biodegradable+masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"MD Plast S.p.A. is a plastics company that specializes in the development and production of biodegradable and compostable materials, which aligns with Balena's goals of circular economy and sustainable plastics solutions.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=biodegradable+masterbatch&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""MD Plast S.p.A. is a plastics company that specializes in the development and production of biodegradable and compostable materials, which aligns with Balena's goals of circular economy and sustainable plastics solutions."", 'department': 'Operations', 'category': 'Suppliers', 'score': 90}",,,,,,,Operations,Suppliers,,,,,,,,
1225,Farrel Pomini,,Hall 9 / A16,,,,,,,,,biodegradable masterbatch,https://www.k-online.com/vis/v1/en/search?_query=biodegradable+masterbatch&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Farrel Pomini is a leading manufacturer of compounding and extrusion equipment, which would be highly relevant to Balena's operations as they seek to find the right machinery and partners to produce their biodegradable and bio-based thermoplastic elastomers. Their expertise in compounding and extrusion could help Balena optimize their manufacturing processes.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=biodegradable+masterbatch&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Farrel Pomini is a leading manufacturer of compounding and extrusion equipment, which would be highly relevant to Balena's operations as they seek to find the right machinery and partners to produce their biodegradable and bio-based thermoplastic elastomers. Their expertise in compounding and extrusion could help Balena optimize their manufacturing processes."", 'department': 'Operations', 'category': 'Machinery', 'score': 90}",,,,,,,Operations,Machinery,,,,,,,,
1226,"LIANSHUN MOLDING & PLASTIC CO., LTD",,Hall 8b / D11-03,,,,,,,,,injection molding,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"LIANSHUN MOLDING & PLASTIC CO., LTD is a plastic molding and manufacturing company that could be a potential supplier or partner for Balena's biodegradable and bio-based thermoplastic elastomers. They may have expertise in alternative materials and manufacturing processes that could be beneficial for Balena's sustainable plastic solutions.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""LIANSHUN MOLDING & PLASTIC CO., LTD is a plastic molding and manufacturing company that could be a potential supplier or partner for Balena's biodegradable and bio-based thermoplastic elastomers. They may have expertise in alternative materials and manufacturing processes that could be beneficial for Balena's sustainable plastic solutions."", 'department': 'Operations', 'category': 'Suppliers', 'score': 80}",,,,,,,Operations,Suppliers,,,,,,,,
1227,"XUZHOU DAMAO PRECISION MOLDING CO.,LTD.",,Hall 8b / F11-14,,,,,,,,,injection molding,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"XUZHOU DAMAO PRECISION MOLDING CO.,LTD. is a plastics manufacturing company that could be a potential partner for Balena's commercial and operations teams. They may be able to provide expertise in precision molding and manufacturing of biodegradable and bio-based thermoplastic elastomers, which aligns with Balena's goals.",,,,2025-09-04 06:08:55.767943,2025-09-04 06:08:55.767943,,,,,,https://www.k-online.com/vis/v1/en/search?_query=injection+molding&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""XUZHOU DAMAO PRECISION MOLDING CO.,LTD. is a plastics manufacturing company that could be a potential partner for Balena's commercial and operations teams. They may be able to provide expertise in precision molding and manufacturing of biodegradable and bio-based thermoplastic elastomers, which aligns with Balena's goals."", 'department': 'Commercial, Operations', 'category': 'Partners, Suppliers, Machinery', 'score': 80}",,,,,,,"Commercial, Operations","Partners, Suppliers, Machinery",,,,,,,,
